11,Clément Lenglet,78,CB,500,68,45,69,64,77,76,78684569647776
12,Thilo Kehrer,76,CB,500,75,44,65,66,76,78,76754465667678
13,James Ward-Prowse,81,CM,550,59,74,86,78,67,73,81597486786773
14,Harry Maguire,81,CB,550,48,57,68,67,80,84,81485768678084
15,Granit Xhaka,79,CDM,550,49,64,79,69,69,80,79496479696980
16,Takehiro Tomiyasu,79,RB,550,74,33,67,71,80,79,79743367718079
17,Matt Turner,77,GK,550,76,75,67,77,38,79,77767567773879
18,Fábio Vieira,77,CAM,550,75,71,77,77,40,52,77757177774052
19,Marc Albrighton,75,RM,550,65,68,76,76,61,65,75656876766165
20,Mohamed Elneny,76,CDM,550,56,63,71,70,73,73,76566371707373
21,Albert Sambi Lokonga,75,CM,550,66,58,75,78,69,69,75665875786969
22,Eric Dier,80,CB,600,54,64,70,65,80,84,80546470658084
23,Smith Rowe,80,LM,600,78,71,76,81,32,61,80787176813261
24,Ben White,79,CB,600,70,29,67,72,81,76,79702967728176
25,Ollie Watkins,78,ST,600,84,76,68,74,46,77,78847668744677
26,Moussa Niakhaté,78,CB,600,79,42,65,67,79,78,78794265677978
27,Rasmus Kristensen,77,RB,600,80,67,71,72,73,82,77806771727382
28,Patson Daka,77,ST,600,90,78,60,75,24,70,77907860752470
29,Andros Townsend,76,RM,600,74,73,75,79,38,65,76747375793865
30,Cédric,75,RB,600,71,61,70,75,73,64,75716170757364
1,Odsonne Edouard,76,ST,600,79,75,68,79,45,75,76797568794575
2,Yoane Wissa,75,LW,600,86,74,65,76,28,68,75867465762868
3,Emmanuel Dennis,76,ST,600,87,75,62,77,38,71,76877562773871
4,Ben Chilwell,82,LWB,650,76,60,78,78,78,75,82766078787875
5,Cucurella,81,LB,650,76,68,78,80,77,74,81766878807774
6,Wesley Fofana,79,CB,650,75,37,55,64,81,76,79753755648176
7,José Sá,81,GK,650,83,78,73,83,52,79,81837873835279
8,Nélson Semedo,80,RWB,650,83,57,69,80,75,74,80835769807574
9,Hee Chan Hwang,77,LW,650,81,75,70,78,28,70,77817570782870
10,Daniel Podence,78,LW,650,83,64,73,85,33,50,78836473853350
11,Pedro Neto,78,LW,650,85,74,69,81,31,58,78857469813158
12,Idrissa Gueye,82,CDM,650,67,66,72,78,83,76,82676672788376
13,Łukasz Fabiański,82,GK,650,82,82,71,82,49,83,82828271824983
14,Dejan Kulusevski,81,RW,650,78,77,79,83,56,76,81787779835676
15,Kalvin Phillips,81,CDM,650,66,65,77,76,79,82,81666577767982
16,Palhinha,81,CDM,650,63,65,70,72,82,89,81636570728289
17,Alphonse Areola,81,GK,650,85,79,75,84,55,78,81857975845578
18,Neto,81,GK,650,82,78,77,80,54,78,81827877805478
19,Nick Pope,81,GK,650,80,82,75,83,49,80,81808275834980
20,Emiliano Buendía,80,RM,650,71,74,81,83,66,70,80717481836670
21,Stefan Ortega,80,GK,650,76,74,86,85,52,80,80767486855280
22,Dominic Calvert-Lewin,80,ST,650,81,77,64,76,39,80,80817764763980
23,Harvey Barnes,80,LM,650,86,77,75,81,45,64,80867775814564
24,Alexander Isak,80,ST,650,83,79,68,83,29,68,80837968832968
25,Jarrod Bowen,80,RM,650,78,77,75,81,44,66,80787775814466
26,Vladimír Coufal,80,RB,650,73,56,73,75,78,81,80735673757881
27,Abdoulaye Doucouré,79,CM,650,67,76,74,78,78,82,79677674787882
28,John McGinn,79,CM,650,69,74,76,77,73,81,79697476777381
29,Ben Davies,79,CB,650,67,58,72,72,80,74,79675872728074
30,Donny van de Beek,79,CM,650,67,77,76,78,72,75,79677776787275
1,Conor Gallagher,79,CM,650,74,76,75,78,67,74,79747675786774
2,Rodrigo Bentancur,79,CM,650,67,62,79,80,78,77,79676279807877
3,Callum Wilson,79,ST,650,81,78,66,77,42,76,79817866774276
4,Ezri Konsa,79,CB,650,78,39,62,71,80,76,79783962718076
5,Davinson Sánchez,79,CB,650,75,47,55,66,79,79,79754755667979
6,Pervis Estupiñán,79,LB,650,81,46,69,72,75,76,79814669727576
7,Nathan Aké,78,CB,650,76,53,70,70,79,75,78765370707975
8,Tyrone Mings,78,CB,650,71,44,67,66,78,80,78714467667880
9,Miguel Almirón,78,RM,650,86,71,73,79,53,61,78867173795361
10,Diogo Dalot,78,RB,650,79,60,73,78,73,77,78796073787377
11,Marc Guehi,78,CB,650,73,39,58,68,79,75,78733958687975
12,Aleksandar Mitrović,78,ST,650,64,79,57,71,27,87,78647957712787
13,Kevin Mbabu,77,RB,650,83,51,66,71,73,81,77835166717381
14,Rico Henry,75,LWB,650,90,40,59,74,70,72,75904059747072
15,Joe Aribo,75,CM,650,80,68,72,78,68,76,75806872786876
16,Jacob Ramsey,75,CM,700,75,74,71,78,67,74,75757471786774
17,Azpilicueta,82,CB,700,64,55,76,72,84,76,82645576728476
18,Jordan Pickford,82,GK,700,84,77,87,87,51,80,82847787875180
19,Yves Bissouma,81,CDM,700,72,68,75,79,80,77,81726875798077
20,Scott McTominay,80,CDM,700,63,74,74,75,78,85,80637474757885
21,Nayef Aguerd,80,CB,700,73,50,64,65,80,77,80735064658077
22,Bernd Leno,80,GK,700,82,78,74,82,55,79,80827874825579
23,Boubacar Kamara,80,CDM,700,70,54,71,73,80,79,80705471738079
24,Luke Shaw,80,LB,700,76,54,78,78,79,78,80765478787978
25,Aaron Wan-Bissaka,80,RB,700,82,50,66,75,78,73,80825066757873
26,Michail Antonio,79,ST,700,82,75,73,77,55,83,79827573775583
27,Maxwel Cornet,78,LM,700,87,76,71,77,67,77,78877671776777
28,Ben Godfrey,77,CB,700,82,44,61,65,76,80,77824461657680
29,Demarai Gray,77,LM,700,86,76,69,81,37,58,77867669813758
30,Tyler Adams,76,CDM,700,80,48,69,73,73,76,76804869737376
1,Enock Mwepu,76,CM,700,82,75,72,75,72,78,76827572757278
2,Gabriel Martinelli,78,LM,750,87,71,68,80,45,68,78877168804568
3,Daniel James,77,RM,750,95,70,69,76,47,68,77957069764768
4,Gabriel,81,CB,750,68,36,60,58,83,80,81683660588380
5,Curtis Jones,76,CM,750,68,68,72,80,64,71,76686872806471
6,Aaron Ramsdale,82,GK,800,83,77,85,84,48,78,82837785844878
7,Naby Keïta,81,CM,800,69,74,76,86,69,68,81697476866968
8,Christian Eriksen,82,CM,800,61,78,88,80,53,52,82617888805352
9,Allan Marques Loureiro,80,CDM,800,70,69,73,79,79,77,80706973797977
10,James Milner,78,CM,800,52,70,80,76,77,74,78527080767774
11,Konstantinos Tsimikas,77,LB,800,80,57,72,75,72,75,77805772757275
12,John Stones,83,CB,850,72,51,71,75,84,77,83725171758477
13,Ricardo Pereira,83,RB,850,79,67,79,81,80,73,83796779818073
14,Arthur,80,CM,850,71,65,80,86,72,69,80716580867269
15,Leandro Trossard,79,LM,850,82,78,76,81,30,62,79827876813062
16,Oxlade-Chamberlain,77,CM,850,80,74,76,81,67,74,77807476816774
17,Christian Pulisic,82,LW,900,87,71,73,86,37,59,82877173863759
18,Jordan Henderson,83,CM,900,66,74,83,78,78,81,83667483787881
19,Raúl Jiménez,82,ST,900,73,81,76,80,47,82,82738176804782
20,Luis Sinisterra,80,LW,900,89,73,72,85,53,63,80897372855363
21,Anthony Martial,80,ST,950,83,79,72,84,35,66,80837972843566
22,Julián Álvarez,78,ST,950,76,80,76,83,55,75,78768076835575
23,Hakim Ziyech,83,RW,1000,76,77,87,83,50,65,83767787835065
24,Bukayo Saka,82,RM,1000,84,74,78,83,65,65,82847478836565
25,William Saliba,80,CB,1000,78,39,67,71,80,79,80783967718079
26,Rúben Neves,83,CM,1000,58,74,86,77,76,73,83587486777673
27,Lucas Digne,82,LB,1000,78,69,80,79,77,76,82786980797776
28,Richarlison,81,ST,1000,82,79,72,82,53,79,81827972825379
29,Bruno Guimarães,81,CM,1000,69,67,79,81,76,77,81696779817677
30,Diego Carlos,83,CB,1100,76,47,63,67,82,82,83764763678282
1,Coutinho,82,CAM,1200,62,79,80,88,52,59,82627980885259
2,Roberto Firmino,83,CF,1300,74,76,79,87,59,78,83747679875978
3,James Maddison,82,CAM,1300,73,78,84,85,54,62,82737884855462
4,Fred,80,CM,1400,76,67,79,81,75,71,80766779817571
5,Cristian Romero,83,CB,1600,73,46,57,65,85,82,83734657658582
6,Renan Lodi,80,LB,1600,83,68,76,80,74,75,80836876807475
7,Lisandro Martínez,81,CB,1700,72,60,76,77,82,83,81726076778283
8,Leon Bailey,80,RM,1800,92,78,74,83,33,61,80927874833361
9,Manuel Akanji,81,CB,1900,77,48,70,74,83,78,81774870748378
10,Matheus Nunes,79,CM,2000,82,71,73,82,74,76,79827173827476
11,Youri Tielemans,84,CM,2000,56,80,86,81,70,73,84568086817073
12,Thomas Partey,84,CDM,2000,65,71,81,80,80,83,84657181808083
13,Emiliano Martínez,84,GK,2000,85,83,82,85,58,83,84858382855883
14,Wilfred Ndidi,84,CDM,2000,66,62,68,73,85,83,84666268738583
15,Ivan Perišić,84,LM,2100,78,81,79,82,74,78,84788179827478
16,Jack Grealish,84,LW,2200,76,76,83,87,46,69,84767683874669
17,Joel Matip,84,CB,2200,61,46,69,71,87,78,84614669718778
18,Kieran Trippier,84,RB,2200,70,64,82,77,80,72,84706482778072
19,Mateo Kovacic,84,CM,2300,70,69,83,88,71,71,84706983887171
20,Declan Rice,84,CDM,2300,71,64,74,76,82,83,84716474768283
21,Mason Mount,84,CAM,2600,74,81,85,82,55,67,84748185825567
22,Gonçalo Guedes,82,ST,2600,86,83,74,83,38,70,82868374833870
23,Ibrahima Konaté,81,CB,3600,78,34,57,67,82,80,81783457678280
24,Lucas Paquetá,82,CAM,3900,72,78,79,85,69,78,82727879856978
25,Kieran Tierney,81,LB,3900,84,60,75,78,76,79,81846075787679
26,Lucas Moura,80,RW,4300,89,77,70,85,46,68,80897770854668
27,Jadon Sancho,84,LW,4500,81,74,81,89,36,59,84817481893659
28,Martin Ødegaard,84,CAM,4800,76,75,86,84,58,63,84767586845863
29,Adama Traoré,79,RW,5400,96,65,68,86,38,83,79966568863883
30,Joe Gomez,81,CB,6100,80,30,67,69,81,78,81803067698178
1,Jorginho,85,CM,6500,54,67,86,81,73,73,85546786817373
2,Ilkay Gündogan,85,CM,7200,64,80,85,85,72,72,85648085857272
3,Tyrell Malacia,79,LB,7200,85,56,66,77,76,76,79855666777676
4,Jamie Vardy,85,ST,7400,84,84,70,79,52,72,85848470795272
5,Pierre-Emile Højbjerg,83,CDM,8100,55,73,77,77,80,82,83557377778082
6,Kai Havertz,84,CAM,8800,81,79,79,84,45,66,84817979844566
7,Marcus Rashford,81,LW,9700,87,82,75,81,41,71,81878275814171
8,Wilfried Zaha,82,LW,9800,91,79,73,86,37,76,82917973863776
9,Thiago Silva,86,CB,12250,49,54,73,72,87,76,86495473728776
10,Aymeric Laporte,86,CB,12500,61,50,72,69,86,79,86615072698679
11,Thiago,86,CM,12750,61,72,87,90,72,69,86617287907269
12,Édouard Mendy,86,GK,13250,84,82,81,88,34,85,86848281883485
13,Trent Alexander-Arnold,87,RB,16000,76,69,89,80,80,73,87766989808073
14,Rodri,87,CDM,16250,58,72,78,79,83,84,87587278798384
15,Fabinho,87,CDM,16250,66,69,78,77,86,83,87666978778683
16,Hugo Lloris,87,GK,17000,88,83,74,88,61,84,87888374886184
17,David De Gea,87,GK,17750,88,80,76,89,51,84,87888076895184
18,Gabriel Jesus,83,ST,18000,84,82,74,86,40,74,83848274864074
19,Darwin Núñez,82,ST,18250,89,82,68,77,42,86,82898268774286
20,Reece James,84,RWB,18500,81,70,82,82,80,82,84817082828082
21,Riyad Mahrez,86,RW,20750,80,83,81,90,38,60,86808381903860
22,Andrew Robertson,87,LB,22250,80,61,81,81,82,76,87806181818276
23,Rúben Dias,88,CB,23750,63,39,66,68,88,88,88633966688888
24,Denis Zakaria,81,CDM,26000,82,64,73,77,80,85,81826473778085
25,Allan Saint-Maximin,81,LM,28000,90,73,73,88,27,68,81907373882768
26,Phil Foden,85,LW,30000,82,78,81,88,56,60,85827881885660
27,Harry Kane,89,ST,31000,68,91,83,82,47,82,89689183824782
28,Casemiro,89,CDM,32500,63,73,75,72,87,90,89637375728790
29,Luis Díaz,84,LW,33000,91,80,75,87,34,73,84918075873473
30,Bruno Fernandes,86,CAM,33000,72,86,88,81,67,76,86728688816776
1,Aubameyang,85,ST,36000,87,84,74,79,36,68,85878474793668
2,Bernardo Silva,88,CAM,38500,77,78,84,92,61,68,88777884926168
3,Ederson,89,GK,42250,87,82,93,88,64,88,89878293886488
4,Alisson,89,GK,49500,86,85,85,89,54,90,89868585895490
5,Raheem Sterling,86,LW,60000,90,80,78,86,45,67,86908078864567
6,Raphaël Varane,84,CB,63500,81,49,64,66,85,80,84814964668580
7,Diogo Jota,85,CF,65000,85,83,75,85,57,77,85858375855777
8,Antony,82,RW,65500,93,74,75,86,39,69,82937475863969
9,Kalidou Koulibaly,87,CB,108000,82,33,59,68,88,85,87823359688885
10,João Cancelo,88,LB,113000,85,73,85,85,81,73,88857385858173
11,Kyle Walker,85,RB,142000,91,63,77,78,80,82,85916377788082
12,Heung Min Son,89,LW,158000,88,89,82,86,42,69,89888982864269
13,N'Golo Kanté,89,CDM,183000,72,66,74,81,87,82,89726674818782
14,Kevin De Bruyne,91,CM,205000,74,88,93,87,64,77,91748893876477
15,Virgil van Dijk,90,CB,217000,81,60,71,72,91,86,90816071729186
16,Mohamed Salah,90,RW,283000,90,89,82,90,45,75,90908982904575
17,Erling Haaland,88,ST,402000,89,91,65,80,49,87,88899165804987
18,Cristiano Ronaldo,90,ST,552000,81,92,78,85,34,75,90819278853475
